name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
maruti ciaz 1.4 at zeta,2017,500000,40000,petrol,individual,automatic,first owner
hyundai verna crdi 1.6 sx option,2018,1150000,26430,diesel,dealer,manual,first owner
maruti swift 1.3 vxi abs,2015,475000,24600,petrol,dealer,manual,first owner
maruti wagon r lxi,2011,260000,28481,petrol,dealer,manual,first owner
ford ecosport 1.0 ecoboost titanium optional,2013,350000,100000,petrol,individual,manual,first owner
mahindra xuv500 w8 2wd,2013,750000,41988,diesel,dealer,manual,first owner
maruti wagon r lxi,2009,180000,30375,petrol,dealer,manual,first owner
renault kwid climber 1.0 amt bsiv,2017,350000,7658,petrol,dealer,automatic,first owner
maruti swift dzire vdi,2017,611000,34400,diesel,dealer,manual,first owner
renault kwid rxl bsiv,2017,325000,18500,petrol,dealer,manual,first owner
maruti alto vxi,2015,280000,26134,petrol,dealer,manual,first owner
maruti wagon r amt vxi,2014,300000,28942,petrol,dealer,automatic,first owner
mahindra xuv500 w8 2wd,2012,711000,53600,diesel,dealer,manual,first owner
toyota innova 2.5 g (diesel) 8 seater,2015,851000,53652,diesel,dealer,manual,first owner
maruti ritz vdi,2011,260000,52895,diesel,dealer,manual,first owner
hyundai verna sx diesel,2013,550000,42324,diesel,dealer,manual,second owner
mahindra xuv500 w10 1.99 mhawk,2016,1044999,65000,diesel,dealer,manual,first owner
mahindra scorpio ex,2012,550000,60236,diesel,dealer,manual,first owner
maruti wagon r vxi bs iv,2014,210000,70000,petrol,individual,manual,second owner
maruti wagon r vxi bs iv,2014,210000,70000,petrol,individual,manual,third owner
mahindra xylo e8,2009,290000,100000,diesel,individual,manual,second owner
fiat 500 lounge,2008,250999,110000,diesel,individual,manual,first owner
renault triber rxt bsiv,2019,600000,10300,petrol,individual,manual,first owner
fiat grande punto evo 1.3 active,2014,270000,120000,diesel,individual,manual,second owner
tata new safari 4x4 ex,2012,550000,142000,diesel,individual,manual,first owner
mahindra tuv 300 mhawk100 t8,2017,800000,25000,diesel,individual,manual,first owner
tata altroz xe,2020,500000,5000,petrol,individual,manual,first owner
hyundai creta 1.6 crdi sx,2016,535000,52600,diesel,individual,manual,first owner
hyundai grand i10 1.2 kappa sportz bsiv,2016,396000,28643,petrol,dealer,manual,first owner
honda city i dtec vx,2014,600000,50000,diesel,individual,manual,first owner
maruti wagon r zxi 1.2,2019,575000,30000,petrol,dealer,manual,first owner
hyundai santro sportz bsiv,2020,520000,5000,petrol,individual,manual,first owner
mahindra xuv500 at w10 fwd,2018,1400000,30000,diesel,individual,automatic,first owner
maruti baleno delta automatic,2018,600000,7600,petrol,individual,automatic,first owner
chevrolet beat diesel ls,2013,195000,47253,diesel,dealer,manual,first owner
maruti alto k10 vxi ags,2015,281000,4432,petrol,dealer,automatic,second owner
tata indica gls bs iv,2010,75000,110000,petrol,individual,manual,second owner
hyundai grand i10 sportz,2014,400000,25000,petrol,individual,manual,first owner
tata indica vista terra 1.4 tdi,2009,93000,70000,diesel,individual,manual,second owner
hyundai i20 active s petrol,2016,560000,68523,petrol,dealer,manual,first owner
hyundai eon 1.0 era plus,2019,400000,5000,petrol,individual,manual,first owner
tata tigor 1.2 revotron xt,2018,459999,40000,petrol,individual,manual,first owner
hyundai xcent 1.2 crdi e,2017,450000,43000,diesel,individual,manual,first owner
maruti alto green lxi (cng),2010,88000,80251,cng,dealer,manual,second owner
hyundai i20 1.2 era,2010,250000,34500,petrol,individual,manual,second owner
ford ikon 1.4 zxi,2000,22000,42743,petrol,dealer,manual,third owner
chevrolet beat diesel ls,2013,130000,93900,diesel,individual,manual,second owner
maruti zen vxi - bs iii,2004,79000,80000,petrol,individual,manual,first owner
chevrolet beat diesel ls,2012,120000,110000,diesel,individual,manual,first owner
bmw 7 series 730ld,2011,1700000,100000,diesel,individual,automatic,second owner
chevrolet optra magnum 2.0 lt,2012,300000,25000,diesel,individual,manual,first owner
chevrolet optra magnum 2.0 lt,2012,300000,25000,diesel,individual,manual,first owner
maruti a-star lxi,2009,145000,25000,petrol,individual,manual,first owner
ford endeavour 3.2 titanium at 4x4,2019,3200000,20000,diesel,individual,automatic,first owner
chevrolet spark 1.0 lt,2013,240000,10000,petrol,individual,manual,first owner
honda wr-v i-dtec vx,2018,700000,30000,diesel,individual,manual,first owner
hyundai accent glx,2010,145000,110000,petrol,individual,manual,second owner
maruti ertiga vdi limited edition,2014,535000,80000,diesel,individual,manual,second owner
mahindra kuv 100 mfalcon g80 k2 plus,2016,420000,21000,petrol,individual,manual,first owner
maruti alto k10 vxi,2016,350000,20000,petrol,individual,manual,first owner
maruti swift vdi bsiv,2015,550000,32000,diesel,individual,manual,first owner
mitsubishi montero 3.2 mt,2007,750000,180000,diesel,individual,manual,first owner
tata indica vista aqua 1.3 quadrajet abs bsiv,2012,198000,70000,diesel,individual,manual,second owner
hyundai i20 magna optional 1.4 crdi,2013,420000,50000,diesel,individual,manual,first owner
hyundai i20 magna optional 1.4 crdi,2013,420000,50000,diesel,individual,manual,first owner
ford endeavour 4x2 xlt,2004,195000,120000,diesel,individual,manual,first owner
hyundai eon sportz,2012,150000,55766,petrol,individual,manual,second owner
nissan micra xl,2011,275000,40000,petrol,individual,manual,second owner
maruti 800 std,2001,65000,60000,petrol,individual,manual,third owner
maruti swift lxi bsiv,2008,200000,50000,petrol,individual,manual,first owner
maruti swift dzire vdi,2010,250000,110000,diesel,individual,manual,second owner
renault duster 85ps diesel rxl,2013,450000,1000,diesel,dealer,manual,second owner
maruti ignis 1.3 delta,2018,590000,26350,diesel,dealer,manual,first owner
maruti sx4 vxi bsiv,2012,225000,110000,petrol,individual,manual,second owner
tata indigo cs lx (tdi) bs-iii,2015,225000,68745,diesel,dealer,manual,first owner
maruti alto 800 lxi,2006,165000,132000,petrol,individual,manual,first owner
mahindra bolero power plus slx,2019,860000,35000,diesel,individual,manual,first owner
mahindra xuv500 w6 2wd,2016,900000,47000,diesel,individual,manual,first owner
tata indigo tdi,2013,182000,100000,diesel,individual,manual,first owner
tata indica vista terra 1.4 tdi,2010,100000,80000,diesel,individual,manual,first owner
hyundai santro xing xl erlx euro iii,2006,100000,40000,petrol,individual,manual,second owner
maruti alto k10 vxi ags,2017,375000,27289,petrol,dealer,automatic,first owner
tata tiago xza amt,2018,525000,10980,petrol,dealer,automatic,first owner
hyundai eon era plus,2016,320000,24662,petrol,dealer,manual,first owner
maruti swift dzire vdi,2013,525000,37000,diesel,dealer,manual,first owner
nissan evalia xv,2014,650000,28245,diesel,dealer,manual,first owner
hyundai grand i10 1.2 crdi sportz option,2017,575000,27005,diesel,dealer,manual,first owner
hyundai i10 magna,2014,355000,39227,petrol,dealer,manual,first owner
mahindra kuv 100 d75 k4 plus 5str,2016,470000,31367,diesel,dealer,manual,first owner
maruti wagon r lxi,2008,221000,35008,petrol,dealer,manual,first owner
hyundai santro xing gls,2009,195000,27005,petrol,dealer,manual,first owner
maruti zen vx,2001,85000,86000,petrol,individual,manual,second owner
maruti swift vdi,2013,400000,50000,diesel,individual,manual,first owner
maruti baleno delta 1.3,2017,650000,20000,diesel,individual,manual,first owner
hyundai i10 magna 1.2,2010,400000,50000,petrol,individual,manual,first owner
tata manza aura (abs) quadrajet bs iv,2012,295000,80000,diesel,individual,manual,second owner
maruti omni lpg std bsiv,2006,60000,135000,lpg,individual,manual,fourth & above owner
maruti zen d ps,2003,110000,120000,diesel,individual,manual,third owner
fiat linea 1.3 multijet emotion,2015,550000,113600,diesel,individual,manual,first owner
hyundai santro xing gls,2008,190000,70000,petrol,individual,manual,third owner
ford aspire titanium plus diesel bsiv,2018,861999,20000,diesel,dealer,manual,first owner
ford aspire titanium plus bsiv,2018,782000,14000,petrol,dealer,manual,first owner
ford freestyle titanium plus diesel bsiv,2018,836000,26000,diesel,dealer,manual,first owner
honda city i vtec v,2016,696000,138925,petrol,dealer,manual,first owner
honda jazz 1.5 vx i dtec,2016,596000,121764,diesel,dealer,manual,first owner
honda jazz 1.2 vx i vtec,2016,612000,105429,petrol,dealer,manual,first owner
maruti alto 800 lxi,2015,114999,35000,petrol,individual,manual,first owner
tata bolt quadrajet xe,2017,340000,60000,diesel,individual,manual,first owner
maruti swift zxi plus,2020,550000,5000,petrol,individual,manual,first owner
chevrolet aveo u-va 1.2 lt,2008,114999,70000,petrol,individual,manual,third owner
maruti wagon r vxi,2000,105000,80000,petrol,individual,manual,first owner
maruti vitara brezza zdi,2019,890000,20000,diesel,individual,manual,first owner
tata nexon 1.2 revotron xz plus,2019,715000,8000,petrol,individual,manual,first owner
hyundai i20 asta (o),2014,525000,54000,petrol,dealer,manual,second owner
volkswagen jetta 2.0l tdi highline at,2012,735000,55300,diesel,dealer,automatic,first owner
honda amaze s i-vtec,2016,495000,11958,petrol,dealer,manual,first owner
hyundai creta 1.6 sx option,2017,1025000,9000,petrol,dealer,manual,first owner
mahindra xuv500 w8 2wd,2015,750000,70000,diesel,individual,manual,first owner
renault duster 85ps diesel rxl optional,2013,600000,120000,diesel,individual,manual,first owner
hyundai i20 asta 1.2,2014,475000,23122,petrol,dealer,manual,second owner
hyundai santro xing xo,2007,80000,58000,petrol,dealer,manual,second owner
mahindra bolero 2011-2019 sle,2013,325000,62200,diesel,dealer,manual,first owner
audi a6 2.0 tdi premium plus,2014,1470000,34000,diesel,dealer,automatic,second owner
fiat avventura multijet emotion,2015,350000,53000,diesel,individual,manual,second owner
audi a8 4.2 tdi,2013,2800000,49000,diesel,dealer,automatic,first owner
datsun redigo 1.0 s,2017,210000,15000,petrol,dealer,manual,second owner
chevrolet cruze lt,2012,349000,44500,diesel,dealer,manual,second owner
volkswagen jetta 1.4 tsi comfortline,2013,450000,50000,petrol,individual,manual,first owner
audi a4 2.0 tdi 177 bhp premium plus,2013,1150000,53000,diesel,dealer,automatic,first owner
honda civic 1.8 v at,2009,210000,63500,petrol,dealer,automatic,first owner
mercedes-benz e-class exclusive e 200 bsiv,2018,4500000,9800,petrol,dealer,automatic,first owner
volkswagen polo gti,2017,825000,13599,petrol,dealer,automatic,first owner
bmw x1 sdrive 20d xline,2017,2750000,13000,diesel,individual,automatic,first owner
chevrolet beat diesel,2012,160000,110000,diesel,individual,manual,first owner
mahindra scorpio sle bsiv,2014,550000,100000,diesel,individual,manual,second owner
maruti swift 1.3 vxi abs,2006,95000,110000,petrol,individual,manual,third owner
toyota innova 2.5 g (diesel) 7 seater,2014,725000,90000,diesel,individual,manual,second owner
tata tigor 1.2 revotron xz option,2019,670000,17000,petrol,individual,manual,first owner
maruti alto lx,2008,65000,140000,petrol,individual,manual,first owner
mahindra xylo d4,2015,500000,50000,diesel,individual,manual,second owner
mahindra kuv 100 mfalcon g80 k8 5str,2017,600000,53000,petrol,individual,manual,first owner
maruti wagon r vxi optional,2017,350000,70000,petrol,individual,manual,second owner
chevrolet beat diesel lt,2012,200000,70000,diesel,individual,manual,second owner
hyundai getz 1.5 crdi gvs,2008,110000,154000,diesel,individual,manual,third owner
hyundai eon sportz,2012,150000,80000,petrol,individual,manual,first owner
maruti zen d ps,2003,75000,110000,diesel,individual,manual,second owner
honda amaze ex i-dtech,2013,350000,90000,diesel,individual,manual,second owner
toyota innova crysta 2.4 vx mt 8s bsiv,2018,1700000,15000,diesel,individual,manual,first owner
bmw x1 sdrive20d,2011,890000,86000,diesel,individual,automatic,second owner
mahindra scorpio m2di,2014,500000,120000,diesel,individual,manual,first owner
hyundai elite i20 sportz plus dual tone bsiv,2019,600000,5200,petrol,individual,manual,first owner
chevrolet beat ls,2010,99000,60000,petrol,individual,manual,second owner
hyundai i10 era 1.1 itech se,2011,235000,46000,petrol,individual,manual,first owner
tata indigo glx,2006,75000,40000,petrol,individual,manual,second owner
honda city i dtec vx,2014,600000,90000,diesel,individual,manual,second owner
hyundai verna crdi 1.6 sx,2019,1000000,25000,diesel,individual,manual,second owner
hyundai verna 1.6 sx,2012,390000,90000,diesel,individual,manual,first owner
volkswagen polo 1.5 tdi highline,2015,600000,70000,diesel,individual,manual,first owner
hyundai i20 1.2 spotz,2017,600000,70000,petrol,individual,manual,second owner
hyundai elite i20 magna plus diesel,2019,730000,35000,diesel,individual,manual,second owner
hyundai grand i10 1.2 kappa magna at,2017,450000,12700,petrol,individual,automatic,first owner
maruti ritz ldi,2011,250000,80000,diesel,individual,manual,first owner
mahindra xuv500 w10 2wd,2018,1400000,20000,diesel,individual,manual,first owner
renault kwid 1.0 rxt optional,2018,300000,20000,petrol,individual,manual,first owner
ford ecosport 1.5 petrol titanium bsiv,2017,800000,19000,petrol,individual,manual,first owner
fiat grande punto active (diesel),2009,125000,95000,diesel,individual,manual,second owner
bmw x1 sdrive 20d xline,2019,2600000,9500,diesel,individual,automatic,first owner
skoda fabia 1.2 mpi ambition plus,2012,300000,50000,petrol,individual,manual,first owner
volkswagen polo diesel trendline 1.2l,2012,295000,90000,diesel,individual,manual,first owner
ford ecosport 1.0 ecoboost platinum edition bsiv,2013,650000,45839,petrol,dealer,manual,first owner
chevrolet aveo 1.4 ls,2010,200000,74510,petrol,dealer,manual,first owner
chevrolet aveo u-va 1.2 ls,2009,130000,87293,petrol,dealer,manual,first owner
ford figo diesel exi,2012,250000,156040,diesel,dealer,manual,first owner
ford endeavour 2.5l 4x2 mt,2004,400000,93415,diesel,dealer,manual,first owner
ford aspire titanium bsiv,2017,430000,101159,petrol,dealer,manual,first owner
hyundai eon 1.0 kappa magna plus,2015,170000,80000,petrol,individual,manual,second owner
tata tiago 2019-2020 xz,2019,450000,12000,petrol,individual,manual,first owner
maruti swift zxi,2013,350000,90000,petrol,individual,manual,first owner
chevrolet spark 1.0 lt,2011,130000,68519,petrol,dealer,manual,first owner
chevrolet beat diesel ls,2012,180000,55130,diesel,dealer,manual,first owner
ford ecosport 1.0 ecoboost titanium optional,2014,475000,65239,petrol,dealer,manual,first owner
volkswagen polo 1.2 mpi comfortline,2015,470000,58182,petrol,dealer,manual,first owner
ford fiesta diesel trend,2012,200000,91245,diesel,dealer,manual,first owner
mahindra xuv500 w8 2wd,2013,650000,102989,diesel,dealer,manual,first owner
honda city 1.5 e mt,2010,400000,50000,petrol,individual,manual,first owner
maruti zen vxi,2000,100000,120000,petrol,individual,manual,first owner
maruti swift dzire vdi,2014,409999,90000,diesel,individual,manual,first owner
maruti swift vdi bsiv,2018,640000,25000,diesel,individual,manual,first owner
maruti wagon r lxi minor,2007,160000,80000,petrol,individual,manual,second owner
tata indigo tdi,2013,182000,100000,diesel,individual,manual,first owner
maruti baleno zeta 1.3,2018,750000,70000,diesel,individual,manual,first owner
mahindra jeep mm 550 xdb,2002,150000,50000,diesel,individual,manual,third owner
maruti alto std,2008,80000,100000,petrol,individual,manual,second owner
maruti celerio vdi,2016,240000,90000,diesel,individual,manual,third owner
maruti esteem lxi,2005,60000,60000,petrol,individual,manual,third owner
maruti alto lx,2007,70000,120000,petrol,individual,manual,third owner
volkswagen jetta 1.9 highline tdi,2008,285000,90000,diesel,individual,automatic,second owner
maruti swift vdi bsiv,2015,350000,60000,diesel,individual,manual,second owner
hyundai i20 active 1.4 sx with avn,2015,699000,30000,diesel,individual,manual,second owner
ford figo diesel zxi,2011,275000,108000,diesel,individual,manual,second owner
hyundai i20 1.4 crdi magna,2012,350000,160000,diesel,individual,manual,second owner
maruti alto lxi bsiii,2006,135000,90000,petrol,individual,manual,third owner
mahindra xylo e4 8s,2010,325000,120000,diesel,individual,manual,third owner
mahindra xuv500 w8 2wd,2012,650000,102000,diesel,individual,manual,second owner
mahindra bolero sle,2009,300000,178000,diesel,individual,manual,second owner
toyota innova 2.5 vx (diesel) 8 seater,2014,1200000,200000,diesel,individual,manual,second owner
ford fiesta petrol trend,2012,450000,60000,petrol,dealer,manual,first owner
tata tiago 1.2 revotron xe,2019,425000,3000,petrol,individual,manual,first owner
maruti alto lxi,2006,150000,75118,petrol,individual,manual,second owner
maruti ritz ldi,2013,290000,140000,diesel,individual,manual,second owner
hyundai xcent 1.2 kappa base,2014,335000,60000,petrol,individual,manual,second owner
chevrolet optra 1.6,2006,120000,79000,petrol,dealer,manual,fourth & above owner
ford ikon 1.6 zxi nxt,2005,20000,25000,petrol,individual,manual,second owner
hyundai getz gls,2005,250000,70000,petrol,individual,manual,first owner
hyundai santro xing gl plus,2008,120000,41723,petrol,individual,manual,second owner
maruti sx4 vxi bsiv,2010,250000,70000,petrol,individual,manual,first owner
tata indigo ls,2012,220000,70000,diesel,individual,manual,second owner
ford ikon 1.3 flair,2005,61000,4637,petrol,individual,manual,second owner
maruti swift vdi bsiv,2016,620000,70000,diesel,individual,manual,first owner
maruti swift dzire ldix limited edition,2014,425000,100000,diesel,individual,manual,second owner
tata indica vista aqua 1.3 quadrajet,2009,85000,120000,diesel,individual,manual,second owner
maruti swift 1.3 dlx,2015,270000,40000,diesel,individual,manual,second owner
maruti swift vdi bsiii,2009,180000,220000,diesel,individual,manual,first owner
renault kwid 1.0 rxt optional,2018,300000,20000,petrol,individual,manual,first owner
ford ecosport 1.5 petrol titanium bsiv,2017,800000,19000,petrol,individual,manual,first owner
fiat grande punto active (diesel),2009,125000,95000,diesel,individual,manual,second owner
mahindra kuv 100 mfalcon g80 k2,2017,450000,30000,petrol,individual,manual,first owner
tata new safari dicor 2.2 vx 4x4,2012,450000,42655,diesel,individual,manual,first owner
renault kwid 1.0 rxl,2017,250000,43000,petrol,individual,manual,second owner
toyota innova 2.5 vx 8 str bsiv,2012,725000,70000,diesel,individual,manual,first owner
hyundai i20 magna,2010,250000,55000,petrol,individual,manual,first owner
fiat punto 1.3 active,2010,99000,80000,diesel,individual,manual,second owner
renault kwid 1.0,2017,350000,55000,petrol,individual,manual,first owner
hyundai xcent 1.2 vtvt e plus,2018,511000,70000,petrol,individual,manual,first owner
maruti ritz vdi,2012,300000,80000,diesel,individual,manual,first owner
audi q5 2.0 tfsi quattro,2010,1100000,110000,petrol,individual,automatic,first owner
hyundai i10 sportz 1.2,2010,125000,60000,petrol,individual,manual,third owner
tata tiago 1.2 revotron xz,2018,500000,30000,petrol,individual,manual,first owner
renault duster 85ps diesel rxl,2013,385000,80000,diesel,individual,manual,second owner
skoda rapid 1.6 mpi elegance,2012,350000,90000,petrol,individual,manual,first owner
maruti 800 std bsiii,2003,60000,50000,petrol,individual,manual,first owner
hyundai santro xing gls,2012,300000,50000,petrol,individual,manual,first owner
hyundai i20 1.4 crdi asta,2012,400000,70000,diesel,individual,manual,first owner
ford ecosport 1.5 dv5 mt titanium,2014,550000,110000,diesel,individual,manual,first owner
nissan sunny xl,2012,300000,80000,petrol,individual,manual,second owner
maruti swift vdi,2012,250000,156000,diesel,individual,manual,first owner
toyota innova 2.5 gx 7 str,2012,800000,180000,diesel,individual,manual,first owner
maruti eeco 5 seater ac bsiv,2018,300000,25000,petrol,individual,manual,first owner
maruti alto lx,2004,80000,120000,petrol,individual,manual,first owner
mahindra scorpio s5 bsiv,2020,1200000,11000,diesel,individual,manual,first owner
renault kwid amt,2017,355000,40000,petrol,individual,automatic,first owner
maruti swift dzire vdi,2015,520000,50000,diesel,individual,manual,first owner
hyundai verna 1.6 crdi,2012,500000,26000,diesel,individual,manual,first owner
maruti alto lxi,2008,114999,30000,petrol,individual,manual,first owner
toyota fortuner 4x2 manual,2014,1800000,50000,diesel,individual,manual,first owner
mahindra tuv 300 t6 plus,2018,800000,20000,diesel,individual,manual,first owner
maruti alto lxi bsiii,2008,105000,30000,petrol,individual,manual,second owner
maruti alto lxi,2011,135000,78000,petrol,individual,manual,first owner
maruti wagon r vxi bs iv,2011,170000,40000,petrol,individual,manual,second owner
hyundai verna 1.6 sx vtvt,2014,550000,100000,petrol,individual,manual,first owner
honda city 1.5 v mt,2009,250000,70000,petrol,individual,manual,third owner
hyundai elantra crdi sx,2014,650000,30000,diesel,individual,manual,second owner
honda city 1.5 v at exclusive,2008,210000,77000,petrol,individual,automatic,third owner
volkswagen vento diesel highline,2011,260000,150000,diesel,individual,manual,first owner
maruti swift dzire zdi,2016,750000,69000,diesel,individual,manual,first owner
toyota innova crysta 2.8 gx at bsiv,2016,1350000,120000,diesel,individual,automatic,first owner
maruti ritz vdi,2012,220000,120000,diesel,individual,manual,second owner
hyundai getz 1.3 gls,2008,110000,110000,petrol,individual,manual,second owner
mahindra xuv500 at w8 fwd,2017,1230000,70000,diesel,individual,automatic,first owner
mahindra quanto c6,2013,220000,110000,diesel,individual,manual,first owner
tata indigo lx dicor,2009,130000,50000,diesel,individual,manual,first owner
hyundai i20 1.2 magna,2012,330000,44000,petrol,individual,manual,first owner
honda city 1.5 s mt,2010,254999,90000,petrol,individual,manual,second owner
hyundai verna 1.6 sx vtvt (o),2014,600000,50000,petrol,individual,manual,second owner
hyundai i10 magna,2012,210000,50000,petrol,individual,manual,first owner
chevrolet enjoy tcdi lt 7 seater,2014,300000,146000,diesel,individual,manual,first owner
tata tiago 1.2 revotron xta,2018,426000,15000,petrol,individual,automatic,first owner
maruti alto k10 vxi,2015,265000,60000,petrol,individual,manual,first owner
hyundai xcent 1.2 kappa sx,2016,450000,35000,petrol,individual,manual,second owner
hyundai verna 1.6 sx,2012,480000,80000,diesel,individual,manual,first owner
tata nano lx,2010,40000,90000,petrol,individual,manual,first owner
honda city 1.5 s mt,2011,395000,70000,petrol,individual,manual,second owner
maruti wagon r vxi bs iv,2013,229999,62000,petrol,individual,manual,second owner
ford ecosport 1.5 petrol titanium plus at,2018,875000,10000,petrol,individual,automatic,first owner
maruti eeco 5 str with ac plus htr cng,2010,170000,80000,cng,individual,manual,fourth & above owner
hyundai i20 sportz 1.2,2015,500000,35000,petrol,individual,manual,second owner
renault duster 85ps diesel rxl,2013,450000,1000,diesel,dealer,manual,second owner
mercedes-benz c-class progressive c 220d,2018,3800000,10000,diesel,dealer,automatic,first owner
audi a4 3.0 tdi quattro,2013,1580000,86000,diesel,dealer,automatic,first owner
bmw x5 xdrive 30d xline,2019,4950000,30000,diesel,dealer,automatic,first owner
hyundai creta 1.6 crdi sx,2016,535000,52600,diesel,individual,manual,first owner
maruti sx4 vxi bsiv,2012,225000,110000,petrol,individual,manual,second owner
hyundai grand i10 1.2 kappa magna at,2017,550000,19890,petrol,dealer,automatic,first owner
maruti swift zxi bsiv,2016,670000,7104,petrol,trustmark dealer,manual,first owner
maruti ertiga vxi,2015,625000,11918,petrol,trustmark dealer,manual,first owner
hyundai grand i10 magna at,2017,520000,10510,petrol,dealer,automatic,first owner
chevrolet beat lt option,2016,239000,41000,petrol,dealer,manual,first owner
toyota fortuner 4x2 at,2017,2600000,47162,diesel,trustmark dealer,automatic,first owner
maruti s-cross zeta ddis 200 sh,2015,750000,45974,diesel,trustmark dealer,manual,first owner
hyundai i10 magna,2012,229999,49824,petrol,dealer,manual,first owner
audi a6 2.0 tdi premium plus,2013,1300000,58500,diesel,dealer,automatic,first owner
hyundai santro gs,2005,80000,56580,petrol,dealer,manual,first owner
skoda laura ambiente 2.0 tdi cr mt,2012,385000,52000,diesel,dealer,manual,first owner
hyundai verna 1.6 vtvt sx,2015,760000,55340,petrol,trustmark dealer,manual,first owner
maruti swift dzire vdi,2017,600000,46507,diesel,trustmark dealer,manual,first owner
maruti ignis 1.2 sigma bsiv,2019,450000,40000,petrol,individual,manual,first owner
maruti ignis 1.2 sigma bsiv,2019,450000,40000,petrol,individual,manual,first owner
maruti ertiga vdi,2012,550000,120000,diesel,individual,manual,third owner
tata manza aura safire bs iv,2013,200000,60000,petrol,individual,manual,first owner
tata indica gls bs iv,2008,80000,90000,petrol,individual,manual,second owner
tata new safari dicor 2.2 ex 4x2,2010,300000,250000,diesel,individual,manual,second owner
ford aspire titanium plus diesel bsiv,2019,675000,15000,diesel,individual,manual,first owner
maruti eeco 7 seater standard bsiv,2017,260000,30000,petrol,individual,manual,first owner
hyundai grand i10 1.2 kappa asta,2019,500000,15000,petrol,individual,manual,first owner
hyundai eon sportz,2012,150000,55766,petrol,individual,manual,second owner
maruti alto lxi,2006,100000,80000,petrol,individual,manual,first owner
maruti wagon r lxi,2001,70000,117000,petrol,individual,manual,second owner
maruti alto lx,2004,100000,70000,petrol,individual,manual,first owner
toyota innova 2.5 vx (diesel) 7 seater,2012,730000,110000,diesel,individual,manual,second owner
nissan terrano xl 85 ps,2016,525000,100000,diesel,individual,manual,second owner
nissan terrano xl 85 ps,2016,525000,105000,diesel,individual,manual,second owner
toyota innova 2.5 v diesel 7-seater,2009,550000,182000,diesel,individual,manual,third owner
toyota corolla altis diesel d4dj,2012,420000,95000,diesel,individual,manual,second owner
honda amaze sx i-vtec,2015,500000,70000,petrol,individual,manual,first owner
maruti wagon r lxi minor,2009,165000,76000,petrol,individual,manual,second owner
hyundai verna 1.6 sx,2014,650000,70000,diesel,individual,manual,second owner
chevrolet beat diesel lt,2013,195000,46000,diesel,individual,manual,first owner
maruti zen lx,1999,75000,70000,petrol,individual,manual,first owner
hyundai accent crdi,2005,100000,120000,diesel,individual,manual,second owner
toyota innova crysta 2.4 vx mt bsiv,2017,1770000,25000,diesel,individual,manual,first owner
maruti esteem lxi - bsiii,2006,90000,90000,petrol,individual,manual,first owner
hyundai xcent 1.1 crdi base,2016,515000,50000,diesel,individual,manual,first owner
honda jazz 1.5 vx i dtec,2017,700000,24585,diesel,dealer,manual,test drive car
maruti zen lx,2001,62000,70000,petrol,individual,manual,first owner
toyota etios gd sp,2011,220000,110000,diesel,individual,manual,third owner
hyundai santro magna cng bsiv,2019,520000,10000,cng,individual,manual,first owner
fiat linea emotion,2010,170000,100000,petrol,individual,manual,first owner
ford figo diesel titanium,2011,190000,110000,diesel,individual,manual,second owner
ford figo diesel titanium,2011,150000,100000,diesel,individual,manual,second owner
maruti zen estilo lxi bs iv,2009,125000,65000,petrol,individual,manual,first owner
honda amaze ex i-dtech,2015,290000,40000,diesel,individual,manual,third owner
maruti celerio x zxi bsiv,2019,490000,13900,petrol,individual,manual,first owner
tata tigor 1.2 revotron xz option,2017,434999,17563,petrol,individual,manual,first owner
tata zest revotron 1.2t xe,2016,380000,15000,petrol,individual,manual,first owner
volkswagen polo diesel trendline 1.2l,2012,200000,82000,diesel,individual,manual,second owner
ford figo 1.5d trend mt,2016,495000,40000,diesel,individual,manual,first owner
toyota innova 2.5 z diesel 7 seater bs iv,2014,894999,173000,diesel,individual,manual,third owner
mahindra xuv500 w6 2wd,2014,600000,151000,diesel,individual,manual,second owner
honda brio s mt,2015,300000,50000,petrol,individual,manual,first owner
honda amaze e i-vtec,2017,430000,15000,petrol,individual,manual,first owner
honda amaze e i-dtec,2017,370000,80000,diesel,individual,manual,first owner
maruti baleno zeta 1.2,2019,750000,11000,petrol,individual,manual,first owner
maruti alto k10 lxi cng optional,2016,300000,50000,cng,individual,manual,first owner
bmw x1 sdrive20d,2012,700000,120000,diesel,individual,automatic,second owner
maruti wagon r lxi duo bsiii,2007,100000,70000,lpg,individual,manual,third owner
hyundai grand i10 sportz,2015,300000,90000,petrol,individual,manual,first owner
tata indica vista quadrajet vx,2012,130000,185000,diesel,individual,manual,second owner
hyundai i20 asta option 1.4 crdi,2016,650000,40000,diesel,individual,manual,first owner
maruti swift vdi bsiv,2017,509999,25000,diesel,individual,manual,first owner
toyota innova 2.5 vx (diesel) 7 seater,2013,1000000,117780,diesel,individual,manual,second owner
hyundai verna crdi sx,2010,280000,120000,diesel,individual,manual,second owner
maruti swift ddis vdi,2017,600000,120000,diesel,individual,manual,first owner
skoda rapid 1.6 tdi ambition,2013,210000,120000,diesel,individual,manual,third owner
audi q3 2.0 tdi quattro premium plus,2014,1150000,110000,diesel,individual,automatic,second owner
hyundai eon magna plus,2018,229999,30000,petrol,individual,manual,first owner
hyundai eon magna plus,2018,245000,30000,petrol,individual,manual,first owner
mahindra scorpio s4 4wd,2015,600000,60000,diesel,individual,manual,first owner
