name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,age_of_car,price_per_km,is_diesel,is_dealer,is_automatic,owner_priority,brand
maruti eeco 7 seater standard bsiv,2014,325000,39093,petrol,dealer,manual,first owner,12,8.313508812319341,0,1,0,1,maruti
honda city corporate edition,2013,495000,45241,petrol,dealer,manual,first owner,13,10.941402709931257,0,1,0,1,honda
hyundai eon era,2014,290000,12000,petrol,dealer,manual,first owner,12,24.166666666666668,0,1,0,1,hyundai
datsun redigo 1.0 t option,2018,375000,2769,petrol,dealer,manual,first owner,8,135.42795232936078,0,1,0,1,datsun
tata indica vista tdi ls,2011,211000,43128,diesel,dealer,manual,first owner,15,4.8924132813949175,1,1,0,1,tata
hyundai i20 asta,2010,270000,110000,petrol,individual,manual,second owner,16,2.4545454545454546,0,0,0,2,hyundai
maruti alto lxi,2004,70000,50000,petrol,individual,manual,second owner,22,1.4,0,0,0,2,maruti
hyundai i10 magna 1.2,2010,225000,60000,petrol,individual,manual,second owner,16,3.75,0,0,0,2,hyundai
mahindra scorpio lx,2014,420000,70000,diesel,individual,manual,third owner,12,6.0,1,0,0,3,mahindra
chevrolet sail hatchback 1.2 ls,2015,280000,22255,petrol,individual,manual,first owner,11,12.581442372500561,0,0,0,1,chevrolet
hyundai i20 sportz 1.2,2013,400000,59213,petrol,individual,manual,first owner,13,6.7552733352473275,0,0,0,1,hyundai
mahindra xuv500 w6 2wd,2015,850000,55000,diesel,individual,manual,first owner,11,15.454545454545455,1,0,0,1,mahindra
ford fiesta titanium 1.5 tdci,2011,550000,80000,diesel,individual,manual,first owner,15,6.875,1,0,0,1,ford
ford fiesta titanium 1.5 tdci,2011,550000,80000,diesel,individual,manual,first owner,15,6.875,1,0,0,1,ford
renault captur 1.5 diesel rxt mono,2018,1000000,40000,diesel,individual,manual,first owner,8,25.0,1,0,0,1,renault
mahindra xylo d2 maxx,2014,350000,170000,diesel,individual,manual,first owner,12,2.0588235294117645,1,0,0,1,mahindra
tata new safari dicor 2.2 ex 4x2,2011,350000,170000,diesel,individual,manual,second owner,15,2.0588235294117645,1,0,0,2,tata
honda civic 1.8 s mt,2007,170000,70000,petrol,individual,manual,third owner,19,2.4285714285714284,0,0,0,3,honda
ford aspire titanium bsiv,2020,828999,1010,petrol,dealer,manual,test drive car,6,820.7910891089109,0,1,0,0,ford
ford ecosport 1.5 ti vct mt titanium be bsiv,2020,1119000,1010,petrol,dealer,manual,test drive car,6,1107.920792079208,0,1,0,0,ford
ford figo titanium,2020,746000,1111,petrol,dealer,manual,test drive car,6,671.4671467146715,0,1,0,0,ford
ford ecosport 1.5 petrol trend,2020,1030000,1010,petrol,dealer,manual,test drive car,6,1019.8019801980198,0,1,0,0,ford
ford ecosport 1.5 tdci titanium plus bsiv,2020,1334000,1010,diesel,dealer,manual,test drive car,6,1320.7920792079208,1,1,0,0,ford
ford freestyle titanium,2020,811999,1010,petrol,dealer,manual,test drive car,6,803.959405940594,0,1,0,0,ford
ford ecosport thunder edition diesel,2020,1331000,1010,diesel,dealer,manual,test drive car,6,1317.8217821782177,1,1,0,0,ford
ford freestyle titanium plus,2020,852000,1010,petrol,dealer,manual,test drive car,6,843.5643564356436,0,1,0,0,ford
tata indica dle,2006,45000,120000,diesel,individual,manual,second owner,20,0.375,1,0,0,2,tata
renault duster 85ps diesel rxl optional,2013,430000,70000,diesel,individual,manual,third owner,13,6.142857142857143,1,0,0,3,renault
tata indigo lx,2011,140000,60000,diesel,individual,manual,second owner,15,2.3333333333333335,1,0,0,2,tata
mahindra scorpio s2 9 seater,2015,830000,70000,diesel,individual,manual,first owner,11,11.857142857142858,1,0,0,1,mahindra
mahindra scorpio vls 2.2 mhawk,2009,409999,110000,diesel,individual,manual,second owner,17,3.7272636363636362,1,0,0,2,mahindra
maruti swift vdi,2012,190000,80000,diesel,individual,manual,third owner,14,2.375,1,0,0,3,maruti
honda accord vti-l (mt),2007,200000,80000,petrol,individual,manual,second owner,19,2.5,0,0,0,2,honda
hyundai accent glx,2006,120000,110000,petrol,individual,manual,second owner,20,1.0909090909090908,0,0,0,2,hyundai
mahindra bolero power plus plus ac bsiv ps,2019,850000,50000,diesel,individual,manual,first owner,7,17.0,1,0,0,1,mahindra
tata indigo cs le (tdi) bs-iii,2011,95000,115000,diesel,individual,manual,fourth & above owner,15,0.8260869565217391,1,0,0,4,tata
maruti wagon r lxi bs iv,2013,213000,80000,petrol,individual,manual,first owner,13,2.6625,0,0,0,1,maruti
volkswagen ameo 1.5 tdi highline plus 16,2018,660000,25000,diesel,individual,manual,first owner,8,26.4,1,0,0,1,volkswagen
nissan micra xl,2017,415000,48965,petrol,dealer,manual,first owner,9,8.475441641989176,0,1,0,1,nissan
ford ecosport 1.5 petrol titanium plus,2019,1100000,5166,petrol,dealer,manual,test drive car,7,212.9307007355788,0,1,0,0,ford
mahindra xuv500 w8 4wd,2012,650000,76290,diesel,dealer,manual,first owner,14,8.520120592476077,1,1,0,1,mahindra
mahindra xuv500 at w10 awd,2016,969999,70000,diesel,individual,automatic,second owner,10,13.857128571428571,1,0,1,2,mahindra
mahindra xuv500 w10 2wd,2016,1250000,35000,diesel,individual,manual,first owner,10,35.714285714285715,1,0,0,1,mahindra
maruti swift dzire amt vdi,2017,715000,25000,diesel,individual,automatic,first owner,9,28.6,1,0,1,1,maruti
maruti swift dzire amt vdi,2017,715000,25000,diesel,individual,automatic,first owner,9,28.6,1,0,1,1,maruti
maruti swift vdi,2016,565000,47000,diesel,dealer,manual,first owner,10,12.02127659574468,1,1,0,1,maruti
mahindra thar 4x4,2013,615000,45766,diesel,individual,manual,second owner,13,13.437923349211205,1,0,0,2,mahindra
tata new safari 4x4,2007,199000,78771,diesel,dealer,manual,second owner,19,2.5263104441990074,1,1,0,2,tata
maruti swift vdi bsiii,2010,325000,79357,diesel,dealer,manual,first owner,16,4.095416913441788,1,1,0,1,maruti
ford figo diesel exi,2012,409999,28000,diesel,individual,manual,first owner,14,14.642821428571429,1,0,0,1,ford
hyundai verna sx crdi at,2012,500000,72000,diesel,dealer,automatic,second owner,14,6.944444444444445,1,1,1,2,hyundai
ford figo diesel lxi,2011,225000,76736,diesel,dealer,manual,second owner,15,2.9321309424520434,1,1,0,2,ford
maruti alto lx bsiii,2007,135000,70000,petrol,individual,manual,second owner,19,1.9285714285714286,0,0,0,2,maruti
renault koleos 2.0 diesel,2012,750000,80000,diesel,individual,automatic,second owner,14,9.375,1,0,1,2,renault
maruti wagon r lxi duo bsiii,2009,155000,60000,lpg,individual,manual,second owner,17,2.5833333333333335,0,0,0,2,maruti
volkswagen polo diesel highline 1.2l,2012,335000,77000,diesel,dealer,manual,third owner,14,4.35064935064935,1,1,0,3,volkswagen
ford ikon 1.8 d,2005,114999,92645,diesel,dealer,manual,fourth & above owner,21,1.2412866317664202,1,1,0,4,ford
mercedes-benz new c-class 200 cdi classic,2007,699000,101849,diesel,dealer,manual,second owner,19,6.863101257744308,1,1,0,2,mercedes-benz
mahindra bolero di,2004,110000,120000,diesel,individual,manual,fourth & above owner,22,0.9166666666666666,1,0,0,4,mahindra
hyundai i20 asta 1.2,2012,300000,80000,petrol,individual,manual,first owner,14,3.75,0,0,0,1,hyundai
mahindra scorpio s4 4wd,2014,700000,70000,diesel,individual,manual,second owner,12,10.0,1,0,0,2,mahindra
maruti ertiga shvs ldi option,2017,700000,120000,diesel,individual,manual,first owner,9,5.833333333333333,1,0,0,1,maruti
maruti alto 800 lxi,2013,210000,42000,petrol,individual,manual,third owner,13,5.0,0,0,0,3,maruti
maruti ertiga vdi,2012,600000,120000,diesel,individual,manual,third owner,14,5.0,1,0,0,3,maruti
tata manza aura (abs) quadrajet bs iv,2012,180000,155836,diesel,individual,manual,second owner,14,1.1550604481634539,1,0,0,2,tata
maruti wagon r vxi bsii,2011,220000,59000,petrol,individual,manual,second owner,15,3.7288135593220337,0,0,0,2,maruti
chevrolet spark 1.0 lt,2009,70000,60000,petrol,individual,manual,first owner,17,1.1666666666666667,0,0,0,1,chevrolet
hyundai creta 1.4 crdi base,2018,950000,70000,diesel,individual,manual,second owner,8,13.571428571428571,1,0,0,2,hyundai
ford fiesta 1.5 tdci ambiente,2014,800000,20000,diesel,individual,manual,first owner,12,40.0,1,0,0,1,ford
mahindra xuv500 w8 4wd,2012,700000,120000,diesel,individual,manual,third owner,14,5.833333333333333,1,0,0,3,mahindra
renault kwid 1.0,2016,265000,40000,petrol,individual,manual,first owner,10,6.625,0,0,0,1,renault
volkswagen polo diesel trendline 1.2l,2011,175000,90000,diesel,individual,manual,third owner,15,1.9444444444444444,1,0,0,3,volkswagen
mahindra quanto c6,2012,260000,89000,diesel,individual,manual,second owner,14,2.9213483146067416,1,0,0,2,mahindra
toyota innova 2.5 vx (diesel) 7 seater,2013,950000,80000,diesel,individual,manual,third owner,13,11.875,1,0,0,3,toyota
maruti swift vdi bsiii,2009,250000,200000,diesel,individual,manual,fourth & above owner,17,1.25,1,0,0,4,maruti
mahindra scorpio s10 7 seater,2015,630000,50000,diesel,individual,manual,first owner,11,12.6,1,0,0,1,mahindra
tata nano lx se,2012,35000,35000,petrol,individual,manual,third owner,14,1.0,0,0,0,3,tata
renault duster 85ps diesel rxl,2013,450000,1000,diesel,dealer,manual,second owner,13,450.0,1,1,0,2,renault
mercedes-benz c-class progressive c 220d,2018,3800000,10000,diesel,dealer,automatic,first owner,8,380.0,1,1,1,1,mercedes-benz
audi a4 3.0 tdi quattro,2013,1580000,86000,diesel,dealer,automatic,first owner,13,18.372093023255815,1,1,1,1,audi
bmw x5 xdrive 30d xline,2019,4950000,30000,diesel,dealer,automatic,first owner,7,165.0,1,1,1,1,bmw
hyundai creta 1.6 crdi sx,2016,535000,52600,diesel,individual,manual,first owner,10,10.171102661596958,1,0,0,1,hyundai
maruti sx4 vxi bsiv,2012,225000,110000,petrol,individual,manual,second owner,14,2.0454545454545454,0,0,0,2,maruti
hyundai grand i10 1.2 kappa magna at,2017,550000,19890,petrol,dealer,automatic,first owner,9,27.65208647561589,0,1,1,1,hyundai
maruti swift zxi bsiv,2016,670000,7104,petrol,trustmark dealer,manual,first owner,10,94.31306306306307,0,0,0,1,maruti
maruti ertiga vxi,2015,625000,11918,petrol,trustmark dealer,manual,first owner,11,52.44168484645075,0,0,0,1,maruti
hyundai grand i10 magna at,2017,520000,10510,petrol,dealer,automatic,first owner,9,49.476688867745004,0,1,1,1,hyundai
chevrolet beat lt option,2016,239000,41000,petrol,dealer,manual,first owner,10,5.829268292682927,0,1,0,1,chevrolet
toyota fortuner 4x2 at,2017,2600000,47162,diesel,trustmark dealer,automatic,first owner,9,55.12912938382596,1,0,1,1,toyota
maruti s-cross zeta ddis 200 sh,2015,750000,45974,diesel,trustmark dealer,manual,first owner,11,16.313568538739286,1,0,0,1,maruti
hyundai i10 magna,2012,229999,49824,petrol,dealer,manual,first owner,14,4.616229126525369,0,1,0,1,hyundai
audi a6 2.0 tdi premium plus,2013,1300000,58500,diesel,dealer,automatic,first owner,13,22.22222222222222,1,1,1,1,audi
hyundai santro gs,2005,80000,56580,petrol,dealer,manual,first owner,21,1.4139271827500883,0,1,0,1,hyundai
skoda laura ambiente 2.0 tdi cr mt,2012,385000,52000,diesel,dealer,manual,first owner,14,7.403846153846154,1,1,0,1,skoda
hyundai verna 1.6 vtvt sx,2015,760000,55340,petrol,trustmark dealer,manual,first owner,11,13.733285146367907,0,0,0,1,hyundai
maruti swift dzire vdi,2017,600000,46507,diesel,trustmark dealer,manual,first owner,9,12.901283677725933,1,0,0,1,maruti
chevrolet enjoy tcdi ls 8 seater,2014,330000,200000,diesel,individual,manual,third owner,12,1.65,1,0,0,3,chevrolet
maruti alto lxi,2009,150000,120000,petrol,individual,manual,first owner,17,1.25,0,0,0,1,maruti
tata indigo ls,2008,105000,90000,diesel,individual,manual,first owner,18,1.1666666666666667,1,0,0,1,tata
tata indica vista tdi lx,2013,185000,65000,diesel,individual,manual,first owner,13,2.8461538461538463,1,0,0,1,tata
fiat grande punto evo 1.3 active,2014,260000,50000,diesel,individual,manual,first owner,12,5.2,1,0,0,1,fiat
maruti swift dzire vdi,2012,450000,33000,diesel,individual,manual,first owner,14,13.636363636363637,1,0,0,1,maruti
maruti swift vxi deca,2016,500000,38000,petrol,individual,manual,first owner,10,13.157894736842104,0,0,0,1,maruti
maruti alto k10 2010-2014 vxi,2012,260000,40000,petrol,individual,manual,first owner,14,6.5,0,0,0,1,maruti
volkswagen polo diesel trendline 1.2l,2012,265000,55000,diesel,individual,manual,second owner,14,4.818181818181818,1,0,0,2,volkswagen
mahindra thar crde,2017,800000,26000,diesel,individual,manual,second owner,9,30.76923076923077,1,0,0,2,mahindra
tata safari storme vx varicor 400,2016,869999,80000,diesel,individual,manual,first owner,10,10.8749875,1,0,0,1,tata
maruti baleno alpha 1.2,2018,690000,40000,petrol,individual,manual,first owner,8,17.25,0,0,0,1,maruti
mitsubishi pajero 2.8 sfx bsiv dual tone,2011,825000,120000,diesel,individual,manual,first owner,15,6.875,1,0,0,1,mitsubishi
maruti alto lx bsiii,2006,160000,63230,petrol,individual,manual,second owner,20,2.5304444092993834,0,0,0,2,maruti
mahindra scorpio 2.6 slx crde,2006,300000,120000,diesel,individual,manual,second owner,20,2.5,1,0,0,2,mahindra
maruti wagon r vxi,2005,100000,100000,petrol,individual,manual,third owner,21,1.0,0,0,0,3,maruti
hyundai i20 asta 1.4 crdi,2015,530000,77000,diesel,individual,manual,second owner,11,6.883116883116883,1,0,0,2,hyundai
maruti swift vxi optional,2016,360000,30000,petrol,individual,manual,first owner,10,12.0,0,0,0,1,maruti
maruti swift 1.2 dlx,2015,220000,40000,petrol,individual,manual,first owner,11,5.5,0,0,0,1,maruti
maruti alto 800 lxi,2017,178000,35000,petrol,individual,manual,first owner,9,5.085714285714285,0,0,0,1,maruti
mahindra thar di 4x2,2018,515000,5000,diesel,individual,manual,first owner,8,103.0,1,0,0,1,mahindra
maruti ritz vxi,2014,300000,35000,petrol,individual,manual,first owner,12,8.571428571428571,0,0,0,1,maruti
tata indigo ls,2008,105000,90000,diesel,individual,manual,first owner,18,1.1666666666666667,1,0,0,1,tata
tata indica vista tdi lx,2013,185000,65000,diesel,individual,manual,first owner,13,2.8461538461538463,1,0,0,1,tata
tata indica vista quadrajet ls,2012,150000,80000,diesel,individual,manual,second owner,14,1.875,1,0,0,2,tata
fiat grande punto evo 1.3 active,2014,260000,50000,diesel,individual,manual,first owner,12,5.2,1,0,0,1,fiat
maruti swift dzire vdi,2012,450000,33000,diesel,individual,manual,first owner,14,13.636363636363637,1,0,0,1,maruti
maruti swift vxi deca,2016,500000,38000,petrol,individual,manual,first owner,10,13.157894736842104,0,0,0,1,maruti
maruti alto k10 2010-2014 vxi,2012,260000,40000,petrol,individual,manual,first owner,14,6.5,0,0,0,1,maruti
volkswagen polo diesel trendline 1.2l,2012,265000,55000,diesel,individual,manual,second owner,14,4.818181818181818,1,0,0,2,volkswagen
tata nexon 1.2 revotron xz plus dual tone,2017,750000,15000,petrol,individual,manual,first owner,9,50.0,0,0,0,1,tata
mahindra thar crde,2017,800000,26000,diesel,individual,manual,second owner,9,30.76923076923077,1,0,0,2,mahindra
tata safari storme vx varicor 400,2016,869999,80000,diesel,individual,manual,first owner,10,10.8749875,1,0,0,1,tata
toyota innova 2.5 g1 bsiv,2012,950000,80000,diesel,individual,manual,first owner,14,11.875,1,0,0,1,toyota
maruti baleno alpha 1.2,2018,690000,40000,petrol,individual,manual,first owner,8,17.25,0,0,0,1,maruti
mitsubishi pajero 2.8 sfx bsiv dual tone,2011,825000,120000,diesel,individual,manual,first owner,15,6.875,1,0,0,1,mitsubishi
maruti 800 std,2013,170000,70000,petrol,individual,manual,first owner,13,2.4285714285714284,0,0,0,1,maruti
maruti alto lx bsiii,2006,160000,63230,petrol,individual,manual,second owner,20,2.5304444092993834,0,0,0,2,maruti
mahindra scorpio 2.6 slx crde,2006,300000,120000,diesel,individual,manual,second owner,20,2.5,1,0,0,2,mahindra
datsun go plus a,2015,315000,45000,petrol,individual,manual,second owner,11,7.0,0,0,0,2,datsun
maruti 800 std bsii,2006,90000,40000,petrol,individual,manual,second owner,20,2.25,0,0,0,2,maruti
maruti wagon r vxi,2005,100000,100000,petrol,individual,manual,third owner,21,1.0,0,0,0,3,maruti
tata indica gls bs iv,2008,65000,110000,petrol,individual,manual,third owner,18,0.5909090909090909,0,0,0,3,tata
hyundai verna 1.6 crdi,2012,312000,90000,diesel,individual,manual,second owner,14,3.466666666666667,1,0,0,2,hyundai
maruti vitara brezza ldi,2018,700000,25000,diesel,individual,manual,first owner,8,28.0,1,0,0,1,maruti
hyundai santro xing xl erlx euro iii,2005,150000,47000,petrol,individual,manual,first owner,21,3.1914893617021276,0,0,0,1,hyundai
renault fluence 1.5,2013,450000,60000,diesel,individual,manual,first owner,13,7.5,1,0,0,1,renault
hyundai verna transform crdi vgt abs,2010,229999,120000,diesel,individual,manual,second owner,16,1.9166583333333334,1,0,0,2,hyundai
maruti swift ldi bsiii,2008,111000,120000,diesel,individual,manual,first owner,18,0.925,1,0,0,1,maruti
maruti swift dzire vdi,2012,250000,140000,diesel,individual,manual,second owner,14,1.7857142857142858,1,0,0,2,maruti
ford freestyle titanium plus diesel,2019,750000,1001,diesel,dealer,manual,first owner,7,749.2507492507492,1,1,0,1,ford
ford figo 1.5p titanium at,2017,774000,1758,petrol,dealer,automatic,first owner,9,440.2730375426621,0,1,1,1,ford
ford figo 1.5p titanium at,2018,711000,1452,petrol,dealer,automatic,first owner,8,489.6694214876033,0,1,1,1,ford
ford figo 1.5d titanium mt,2017,600000,35122,diesel,dealer,manual,first owner,9,17.083309606514437,1,1,0,1,ford
maruti swift dzire vdi,2015,455000,92621,diesel,dealer,manual,first owner,11,4.912492847194481,1,1,0,1,maruti
datsun go t petrol,2015,225000,92198,petrol,dealer,manual,second owner,11,2.4404000086769777,0,1,0,2,datsun
maruti swift dzire vdi,2019,650000,5000,diesel,individual,manual,first owner,7,130.0,1,0,0,1,maruti
chevrolet beat lt,2013,200000,50000,petrol,individual,manual,first owner,13,4.0,0,0,0,1,chevrolet
hyundai creta 1.6 crdi at sx plus,2016,875000,74000,diesel,individual,automatic,first owner,10,11.824324324324325,1,0,1,1,hyundai
skoda rapid 1.5 tdi at ambition bsiv,2017,750000,40000,diesel,individual,automatic,first owner,9,18.75,1,0,1,1,skoda
maruti swift dzire amt vdi,2019,725000,22000,diesel,individual,automatic,first owner,7,32.95454545454545,1,0,1,1,maruti
maruti alto lxi,2007,100000,100000,petrol,individual,manual,second owner,19,1.0,0,0,0,2,maruti
tata hexa xt,2019,1100000,40000,diesel,individual,manual,first owner,7,27.5,1,0,0,1,tata
ford endeavour 3.2 titanium at 4x4,2017,2700000,30000,diesel,individual,automatic,first owner,9,90.0,1,0,1,1,ford
renault kwid rxt optional,2016,280000,23000,petrol,individual,manual,first owner,10,12.173913043478262,0,0,0,1,renault
tata indica vista aqua tdi bsiii,2009,150000,30000,diesel,individual,manual,first owner,17,5.0,1,0,0,1,tata
tata manza aura safire,2010,200000,50000,petrol,individual,manual,first owner,16,4.0,0,0,0,1,tata
maruti ritz vdi,2010,148000,100000,diesel,individual,manual,second owner,16,1.48,1,0,0,2,maruti
maruti swift dzire vxi,2011,254999,70000,petrol,individual,manual,second owner,15,3.642842857142857,0,0,0,2,maruti
maruti swift dzire zxi,2013,360000,60000,petrol,individual,manual,second owner,13,6.0,0,0,0,2,maruti
maruti alto lx,2006,95000,90000,petrol,individual,manual,second owner,20,1.0555555555555556,0,0,0,2,maruti
mahindra bolero sle bsiii,2007,185000,230000,diesel,individual,manual,second owner,19,0.8043478260869565,1,0,0,2,mahindra
tata indica vista quadrajet vx,2012,185000,40000,diesel,individual,manual,first owner,14,4.625,1,0,0,1,tata
renault kwid rxl,2019,300000,15000,petrol,individual,manual,first owner,7,20.0,0,0,0,1,renault
hyundai verna vtvt 1.6 sx,2018,800000,40000,petrol,individual,manual,first owner,8,20.0,0,0,0,1,hyundai
maruti zen lx,2000,60000,50000,petrol,individual,manual,first owner,26,1.2,0,0,0,1,maruti
fiat punto 1.2 active,2010,80000,50000,petrol,individual,manual,second owner,16,1.6,0,0,0,2,fiat
hyundai xcent 1.2 vtvt s,2018,500000,8000,petrol,individual,manual,first owner,8,62.5,0,0,0,1,hyundai
hyundai eon era plus,2013,250000,35000,petrol,individual,manual,first owner,13,7.142857142857143,0,0,0,1,hyundai
tata new safari dicor 2.2 ex 4x2,2010,250000,80000,diesel,individual,manual,first owner,16,3.125,1,0,0,1,tata
maruti wagon r lxi bsiii,2005,125000,50000,petrol,individual,manual,second owner,21,2.5,0,0,0,2,maruti
maruti alto lxi bsii,2002,100000,80000,petrol,individual,manual,fourth & above owner,24,1.25,0,0,0,4,maruti
mahindra scorpio m2di,2010,480000,90000,diesel,individual,manual,first owner,16,5.333333333333333,1,0,0,1,mahindra
mahindra kuv 100 g80 k2,2018,320000,30000,petrol,individual,manual,second owner,8,10.666666666666666,0,0,0,2,mahindra
maruti a-star vxi,2010,130000,70000,petrol,individual,manual,second owner,16,1.8571428571428572,0,0,0,2,maruti
tata indica dls,2006,57000,80000,diesel,individual,manual,second owner,20,0.7125,1,0,0,2,tata
hyundai santro gls i - euro i,2005,75000,60000,petrol,individual,manual,first owner,21,1.25,0,0,0,1,hyundai
maruti 800 dx,2003,60000,35000,petrol,individual,manual,first owner,23,1.7142857142857142,0,0,0,1,maruti
maruti alto lxi bsiii,2008,125000,70000,petrol,individual,manual,first owner,18,1.7857142857142858,0,0,0,1,maruti
honda city 1.5 exi s,2004,105000,100000,petrol,individual,manual,third owner,22,1.05,0,0,0,3,honda
maruti wagon r lxi duo bsiii,2008,125000,152000,lpg,individual,manual,second owner,18,0.8223684210526315,0,0,0,2,maruti
maruti zen lxi,1998,69000,70000,petrol,individual,manual,second owner,28,0.9857142857142858,0,0,0,2,maruti
tata indigo lx,2012,130000,90000,diesel,individual,manual,second owner,14,1.4444444444444444,1,0,0,2,tata
maruti baleno zeta 1.2,2019,630000,40000,petrol,individual,manual,first owner,7,15.75,0,0,0,1,maruti
honda amaze e i-vtec,2016,330000,50000,petrol,individual,manual,second owner,10,6.6,0,0,0,2,honda
maruti wagon r vxi bs iv,2014,340000,15000,petrol,individual,manual,second owner,12,22.666666666666668,0,0,0,2,maruti
hyundai santro xing xg erlx euro iii,2006,60000,120000,petrol,individual,manual,third owner,20,0.5,0,0,0,3,hyundai
tata safari storme ex,2014,550000,78322,diesel,individual,manual,first owner,12,7.022292587012589,1,0,0,1,tata
maruti ertiga vdi,2014,480000,110000,diesel,individual,manual,second owner,12,4.363636363636363,1,0,0,2,maruti
hyundai verna 1.6 sx crdi (o),2013,315000,80000,diesel,individual,manual,second owner,13,3.9375,1,0,0,2,hyundai
ford fiesta titanium 1.5 tdci,2012,165000,120000,diesel,individual,manual,first owner,14,1.375,1,0,0,1,ford
chevrolet beat ls,2016,170000,125000,petrol,individual,manual,first owner,10,1.36,0,0,0,1,chevrolet
maruti baleno delta 1.2,2018,550000,8000,petrol,individual,manual,first owner,8,68.75,0,0,0,1,maruti
volkswagen ameo 1.2 mpi trendline,2018,465000,13000,petrol,individual,manual,first owner,8,35.76923076923077,0,0,0,1,volkswagen
tata indica vista quadrajet lx,2012,120000,80000,diesel,individual,manual,third owner,14,1.5,1,0,0,3,tata
hyundai verna 1.6 xi abs,2008,220000,54309,petrol,individual,manual,first owner,18,4.050893958644055,0,0,0,1,hyundai
ford figo diesel lxi,2011,180000,70000,diesel,individual,manual,second owner,15,2.5714285714285716,1,0,0,2,ford
chevrolet aveo 1.6 lt,2006,150000,34600,petrol,individual,manual,third owner,20,4.335260115606936,0,0,0,3,chevrolet
tata zest revotron 1.2t xms,2016,520000,25000,petrol,individual,manual,first owner,10,20.8,0,0,0,1,tata
tata safari storme ex,2013,430000,80000,diesel,individual,manual,third owner,13,5.375,1,0,0,3,tata
mahindra bolero di dx 8 seater,2009,300000,55000,diesel,individual,manual,second owner,17,5.454545454545454,1,0,0,2,mahindra
hyundai venue sx opt diesel,2020,1000000,5000,diesel,individual,manual,first owner,6,200.0,1,0,0,1,hyundai
honda wr-v i-dtec vx,2017,725000,30000,diesel,individual,manual,first owner,9,24.166666666666668,1,0,0,1,honda
hyundai verna 1.4 ex,2011,500000,31000,diesel,individual,manual,first owner,15,16.129032258064516,1,0,0,1,hyundai
maruti wagon r lxi bs iv,2011,250000,50000,petrol,individual,manual,first owner,15,5.0,0,0,0,1,maruti
maruti swift dzire vdi,2018,700000,38217,diesel,individual,manual,first owner,8,18.31645602742235,1,0,0,1,maruti
ford figo petrol zxi,2011,185000,50000,petrol,individual,manual,third owner,15,3.7,0,0,0,3,ford
maruti ritz vdi,2011,200000,120000,diesel,individual,manual,first owner,15,1.6666666666666667,1,0,0,1,maruti
mahindra bolero di,2004,315000,110000,diesel,individual,manual,third owner,22,2.8636363636363638,1,0,0,3,mahindra
tata hexa xt,2019,1100000,40000,diesel,individual,manual,first owner,7,27.5,1,0,0,1,tata
hyundai santro lp zipplus,2001,52000,50000,petrol,individual,manual,third owner,25,1.04,0,0,0,3,hyundai
hyundai i20 active 1.2 s,2017,600000,10000,petrol,individual,manual,first owner,9,60.0,0,0,0,1,hyundai
tata harrier xz bsiv,2019,1700000,10000,diesel,individual,manual,first owner,7,170.0,1,0,0,1,tata
nissan terrano xl plus 85 ps,2015,451000,100000,diesel,individual,manual,first owner,11,4.51,1,0,0,1,nissan
mahindra kuv 100 mfalcon g80 k8 5str,2016,370000,60000,petrol,individual,manual,first owner,10,6.166666666666667,0,0,0,1,mahindra
ford endeavour 3.2 titanium at 4x4,2017,2700000,30000,diesel,individual,automatic,first owner,9,90.0,1,0,1,1,ford
renault kwid rxt optional,2016,280000,23000,petrol,individual,manual,first owner,10,12.173913043478262,0,0,0,1,renault
maruti wagon r vxi bs iv,2017,350000,30000,petrol,individual,manual,first owner,9,11.666666666666666,0,0,0,1,maruti
hyundai i10 sportz,2011,250000,50000,petrol,individual,manual,first owner,15,5.0,0,0,0,1,hyundai
maruti alto 800 lxi,2014,204999,25000,petrol,individual,manual,second owner,12,8.19996,0,0,0,2,maruti
maruti ignis 1.2 delta bsiv,2019,500000,15000,petrol,individual,manual,first owner,7,33.333333333333336,0,0,0,1,maruti
tata indica vista aqua tdi bsiii,2009,150000,30000,diesel,individual,manual,first owner,17,5.0,1,0,0,1,tata
chevrolet spark 1.0 ls,2010,175000,45000,petrol,individual,manual,second owner,16,3.888888888888889,0,0,0,2,chevrolet
chevrolet spark 1.0 ls,2009,170000,44800,petrol,individual,manual,second owner,17,3.794642857142857,0,0,0,2,chevrolet
tata manza aura safire,2010,200000,50000,petrol,individual,manual,first owner,16,4.0,0,0,0,1,tata
hyundai creta 1.4 e plus,2018,800000,52000,diesel,individual,manual,first owner,8,15.384615384615385,1,0,0,1,hyundai
tata hexa xta,2017,1200000,50000,diesel,individual,automatic,first owner,9,24.0,1,0,1,1,tata
toyota corolla altis 1.8 j,2008,400000,35000,petrol,individual,manual,second owner,18,11.428571428571429,0,0,0,2,toyota
maruti ritz vdi,2010,148000,100000,diesel,individual,manual,second owner,16,1.48,1,0,0,2,maruti
tata manza club class quadrajet90 ls,2014,200000,100000,diesel,individual,manual,first owner,12,2.0,1,0,0,1,tata
maruti swift dzire vdi,2016,284000,40000,diesel,individual,manual,second owner,10,7.1,1,0,0,2,maruti
maruti wagon r vxi minor,2007,80000,60000,petrol,individual,manual,third owner,19,1.3333333333333333,0,0,0,3,maruti
chevrolet beat ps,2014,170000,77000,petrol,individual,manual,first owner,12,2.207792207792208,0,0,0,1,chevrolet
